Órgão,Cod. Solicitação Aquisição,Razão Social,Num. CPF/CNPJ,Qtd. Itens Adquiridos,Valor Total (R$),Objeto da Licitação,Item Solicitação Aquisição (Valor Unitário Adjudicado),Item Solicitação Aquisição (Qtde Item) * Item Solicitação Aquisição (Valor Unitário Adjudicado) *  CASE  WHEN Item Solicitação Aquisição (Qtde Periodo Contrato) >,Data da Solicitação
SGG,74803,PAPELARIA SHALON EIRELI,13036711000168,10,334,"A PRESENTE DISPENSA DE LICITAÇÃO TEM POR OBJETO A AQUISIÇÃO  DE SUPRIMENTOS E EQUIPAMENTOS DE INFORMÁTICA  SENDO ELES : RACK DE PAREDE , BATERIAS SELADAS DE 12 VOLTS, TELEFONES SEM FIO ,ROTEADORES WI-FI, MOUSE, TECLADO, CONECTOR RJ45,DISCO RIGÍDO SATA PARA ATENDIMENTO ÀS NECESSIDADES DA ESTRUTURA ADMINISTRATIVA DA SECRETARIA-GERAL DA GOVERNADORIA, CONFORME AS CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE TERMO DE REFERÊNCIA.","33,4",334,2020-02-19
SGG,74803,PAPELARIA SHALON EIRELI,13036711000168,4,"321,4","A PRESENTE DISPENSA DE LICITAÇÃO TEM POR OBJETO A AQUISIÇÃO  DE SUPRIMENTOS E EQUIPAMENTOS DE INFORMÁTICA  SENDO ELES : RACK DE PAREDE , BATERIAS SELADAS DE 12 VOLTS, TELEFONES SEM FIO ,ROTEADORES WI-FI, MOUSE, TECLADO, CONECTOR RJ45,DISCO RIGÍDO SATA PARA ATENDIMENTO ÀS NECESSIDADES DA ESTRUTURA ADMINISTRATIVA DA SECRETARIA-GERAL DA GOVERNADORIA, CONFORME AS CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE TERMO DE REFERÊNCIA.","80,35","321,4",2020-02-19
SGG,74803,PAPELARIA SHALON EIRELI,13036711000168,2,"454,74","A PRESENTE DISPENSA DE LICITAÇÃO TEM POR OBJETO A AQUISIÇÃO  DE SUPRIMENTOS E EQUIPAMENTOS DE INFORMÁTICA  SENDO ELES : RACK DE PAREDE , BATERIAS SELADAS DE 12 VOLTS, TELEFONES SEM FIO ,ROTEADORES WI-FI, MOUSE, TECLADO, CONECTOR RJ45,DISCO RIGÍDO SATA PARA ATENDIMENTO ÀS NECESSIDADES DA ESTRUTURA ADMINISTRATIVA DA SECRETARIA-GERAL DA GOVERNADORIA, CONFORME AS CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE TERMO DE REFERÊNCIA.","227,37","454,74",2020-02-19
SGG,74803,PAPELARIA SHALON EIRELI,13036711000168,2,"1192,22","A PRESENTE DISPENSA DE LICITAÇÃO TEM POR OBJETO A AQUISIÇÃO  DE SUPRIMENTOS E EQUIPAMENTOS DE INFORMÁTICA  SENDO ELES : RACK DE PAREDE , BATERIAS SELADAS DE 12 VOLTS, TELEFONES SEM FIO ,ROTEADORES WI-FI, MOUSE, TECLADO, CONECTOR RJ45,DISCO RIGÍDO SATA PARA ATENDIMENTO ÀS NECESSIDADES DA ESTRUTURA ADMINISTRATIVA DA SECRETARIA-GERAL DA GOVERNADORIA, CONFORME AS CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE TERMO DE REFERÊNCIA.","596,11","1192,22",2020-02-19
SGG,74818,-,10636142000101,1,"4927,8","DESCENTRALIZAÇÃO FINANCEIRA REFERENTE AO APOSTILAMENTO  DO CONTRATO  N.009/2015(REDEMOB), PARA FORNECIMENTO DE VALES TRANSPORTE , A SEREM  REPASSADOS AOS SERVIDORES,CONSIDERANDO A LEI ESTADUAL N.20.491/2019, BEM COMO A NOTA TÉCNICA N.1/2019-NNP/AG, EM QUE A PROCURADORIA - GERAL DO ESTADO ORIENTOU ACERCA DOS IMPACTOS DA LEI ESTADUAL N.20.491/2019 NOS CONTRATOS EM VIGOR , PERÍODO DE FEVEREIRO 2020.","4927,8","4927,8",2020-02-20
SGG,74819,-,10636142000101,1,227040,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE VALE TRANSPORTE, POR UM PRAZO INDETERMINADO (CONFORME NOTA TÉCNICA Nº 01/2018 DO GABINETE DO PROCURADOR-GERAL DO ESTADO, PROCESSO SEI Nº 201800003005676), COM O QUANTITATIVO MENSAL DE 4.400 (QUATRO MIL E QUATROCENTOS) VIAGENS.",18920,227040,2020-02-20
SGG,74819,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE VALE TRANSPORTE, POR UM PRAZO INDETERMINADO (CONFORME NOTA TÉCNICA Nº 01/2018 DO GABINETE DO PROCURADOR-GERAL DO ESTADO, PROCESSO SEI Nº 201800003005676), COM O QUANTITATIVO MENSAL DE 4.400 (QUATRO MIL E QUATROCENTOS) VIAGENS.",0,0,2020-02-20
SGG,74833,JACKELINE FLEURY ARAÚJO - ME,24005616000113,1,17000,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS TÉCNICOS DE TREINAMENTO , APERFEIÇOAMENTO DE  PESSOAL E CADASTRAMENTO DE PROPOSTA NO SISTEMA DE GERENCIAMENTO DE OBJETOS E PROPOSTAS DO FNS -FUNDO NACIONAL DE SAÚDE.",17000,17000,2020-02-20
SGG,74855,CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA - CIEE,61600839000155,10,133020,"A CONTRATAÇÃO SERÁ MEDIANTE ADESÃO, COMO PARTICIPE, À DA ATA DE REGISTRO DE PREÇO N° 001/2019-SEAD, DECORRENTE DO PREGÃO ELETRÔNICO Nº 001/2019, CELEBRADO ENTRE A SECRETARIA DE ESTADO DA ADMINISTRAÇÃO, ÓRGÃO GERENCIADOR, E A EMPRESA : CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA-CIEE, EMPRESA ESPECIALIZADA NA CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO ESPECIALIZADO DE AGENTE DE INTEGRAÇÃO, PARA CONCESSÃO DE ESTÁGIO DE ESTUDANTES DE NÍVEL SUPERIOR, NO ÂMBITO DA ADMINISTRAÇÃO DIRETA, AUTÁRQUICA E FUNDACIONAL DO PODER EXECUTIVO ESTADUAL, PARA ATENDER AS NECESSIDADES DA SECRETARIA -GERAL DA GOVERNADORIA,PELO PERÍODO DE 12 (DOZE) MESES.","1108,5",133020,2020-02-21
SGG,74855,NAO INFORMADO,0,10,0,"A CONTRATAÇÃO SERÁ MEDIANTE ADESÃO, COMO PARTICIPE, À DA ATA DE REGISTRO DE PREÇO N° 001/2019-SEAD, DECORRENTE DO PREGÃO ELETRÔNICO Nº 001/2019, CELEBRADO ENTRE A SECRETARIA DE ESTADO DA ADMINISTRAÇÃO, ÓRGÃO GERENCIADOR, E A EMPRESA : CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA-CIEE, EMPRESA ESPECIALIZADA NA CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO ESPECIALIZADO DE AGENTE DE INTEGRAÇÃO, PARA CONCESSÃO DE ESTÁGIO DE ESTUDANTES DE NÍVEL SUPERIOR, NO ÂMBITO DA ADMINISTRAÇÃO DIRETA, AUTÁRQUICA E FUNDACIONAL DO PODER EXECUTIVO ESTADUAL, PARA ATENDER AS NECESSIDADES DA SECRETARIA -GERAL DA GOVERNADORIA,PELO PERÍODO DE 12 (DOZE) MESES.",0,0,2020-02-21
SGG,74934,NAO INFORMADO,0,4080,0,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",0,0,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,100,20,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,2",20,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,3000,690,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,23",690,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,40,"13,6","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,34","13,6",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,50,"17,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,35","17,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,140,"60,2","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,43","60,2",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,20,9,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,45",9,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,"10,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,7","10,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,60,45,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,75",45,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,35,"31,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,9","31,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,40,"39,2","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","0,98","39,2",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,10,10,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",1,10,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,30,33,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,1",33,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,100,120,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,2",120,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,50,"61,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,23","61,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,"6,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,3","6,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,10,"13,7","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,37","13,7",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,10,16,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,6",16,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,10,"17,1","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,71","17,1",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,9,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","1,8",9,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,"31,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","2,1","31,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,20,"43,6","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","2,18","43,6",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,35,"80,5","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","2,3","80,5",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,25,60,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","2,4",60,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,10,28,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","2,8",28,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,6,18,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",3,18,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,25,85,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","3,4",85,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,40,140,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","3,5",140,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,"28,4","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","5,68","28,4",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,90,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",6,90,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,"30,05","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","6,01","30,05",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,32,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","6,4",32,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,"111,45","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","7,43","111,45",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,2,16,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",8,16,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,"149,4","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","9,96","149,4",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,50,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",10,50,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,165,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",11,165,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,"65,3","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","13,06","65,3",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,5,80,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.",16,80,2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,15,"249,3","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","16,62","249,3",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,20,"357,4","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","17,87","357,4",2020-02-28
SGG,74934,POLY COMERCIAL E SERVIÇOS LTDA,21971979000115,6,"111,78","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO  COM ENTREGA TOTAL E IMEDIATA DE MATERIAIS DE EXPEDIENTE,DESTINADO AS UNIDADES DA SECRETÁRIA - GERAL DA GOVERNADORIA,CONFORME DESCRITO NA SOLICITAÇÃO DE BENS E SERVIÇOS SBS 11 CONSTANTES DO PROCESSO 202018037001333.","18,63","111,78",2020-02-28
